ConstituentID,DisplayName,candidats_scores_wikidata,date_naissance,Lieu_naissance,date_mort,Lieu_mort,Roles 1,Roles 2,Roles 3,Roles 4,Roles 5,Nationalite 1,Nationalite 2,Nationalite 3,Nationalite 4,Nationalite 5,Domaines_activite 1,Domaines_activite 2,Domaines_activite 3,Domaines_activite 4,Domaines_activite 5
12560,Luigi Fontana,"{candidats : [('Q3839649', 69.6842105263), ('Q3839646', 51.9473684211), ('Q3839645', 43.6842105263), ('Q19865717', 41.4736842105), ('Q55747179', 38.9473684211), ('Q124896277', 36.2631578947), ('Q1079538', 34.0), ('Q28498285', 31.5789473684), ('Q95466455', 30.5263157895), ('Q104583081', 30.5263157895), ('Q23616275', 29.7894736842), ('Q89536489', 26.3157894737), ('Q102134450', 26.3157894737), ('Q102284009', 26.3157894737), ('Q113718749', 26.3157894737), ('Q64736691', 22.3684210526), ('Q124811643', 22.1052631579), ('Q106941279', 19.4736842105), ('Q3859967', 18.4736842105), ('Q117113860', 17.8947368421)]}",1827,Monte San Pietrangeli,1908,Rome,,,,,,Italie,,,,,sculpture,peinture,,,
12577,Rudolph Onslow Ford,"{candidats : [('Q19354387', 52.9411764706)]}",1852,Londres,1901,Londres,,,,,,Royaume-Uni,,,,,sculpture,,,,
12593,Alfred Armand Forgeron,"{candidats : [('Q105779961', 69.2307692308)]}",1842,Paris,,,,,,,,France,,,,,peinture,,,,
12627,Mariano Fortuny Marsal,"{candidats : [('Q380052', 87.619047619)]}",1838,Reus,1874,Rome,Artiste,,,,,Espagne,,,,,arts décoratifs,peinture,,,
13428,Ion Georgescu,"{candidats : [('Q13486094', 85.0)]}",1856,Bucarest,1898,Bucarest,,,,,,Roumanie,,,,,sculpture,,,,
13429,Charles Jean Georget,"{candidats : [('Q43130685', 64.7058823529)]}",1833,Paris,1895,Dammarie-les-Lys,,,,,,France,,,,,peinture,,,,
13431,Henri C. L. Georget,"{candidats : [('Q106676670', 83.1764705882)]}",1879,Pontoise,1905,Paris,,,,,,France,,,,,sculpture,,,,
13442,Gerdago,"{candidats : [('Q90092', 65.7777777778)]}",,,,,,,,,,France,,,,,sculpture,,,,
13443,Mlle Hélène Gerderès,,,,,,,,,,,France,,,,,sculpture,,,,
13446,Jean Alexandre Gergonne,,1832,Paris,1883,Paris,,,,,,France,,,,,sculpture,,,,
13447,Heinrich Gerhardt,"{candidats : [('Q56701780', 81.1764705882), ('Q1038659', 41.3529411765), ('Q27229227', 41.1764705882), ('Q22691720', 34.0588235294), ('Q95254343', 29.4117647059), ('Q132990998', 24.4117647059)]}",1823,Cassel,1915,Cassel,,,,,,Allemagne,,,,,sculpture,,,,
13452,Alfred Germain,"{candidats : [('Q3371309', 50.9230769231), ('Q4493011', 49.6923076923), ('Q3262029', 48.6153846154), ('Q124944841', 43.6923076923), ('Q2835239', 43.3076923077), ('Q50844407', 40.7692307692)]}",1868,Paris,,,,,,,,France,,,,,sculpture,,,,
12653,Pierre Fouesnant,"{candidats : [('Q2123180', 77.7777777778)]}",,,,,,,,,,France,,,,,sculpture,,,,
12687,Marie Fournets,"{candidats : [('Q23306245', 69.2307692308), ('Q132190375', 36.9230769231), ('Q131708968', 27.3076923077)]}",1865,Paris,,,,,,,,France,,,,,peinture,,,,
12696,Louis Édouard Fournier,"{candidats : [('Q535800', 75.9047619048)]}",1857,Paris,1917,Paris,Artiste,,,,,France,,,,,peinture,arts décoratifs,,,
13505,Joseph Gibbon,"{candidats : [('Q6283421', 54.3636363636), ('Q20160332', 54.3636363636), ('Q111176986', 54.3636363636), ('Q124321819', 54.3636363636), ('Q6283423', 51.6363636364), ('Q112258999', 51.2727272727), ('Q6210026', 50.2727272727), ('Q6242151', 47.5454545455), ('Q76016427', 45.4545454545), ('Q720225', 45.2727272727), ('Q112483566', 44.7272727273), ('Q104572091', 43.6363636364), ('Q1530745', 38.9090909091), ('Q94399353', 36.8181818182), ('Q94904369', 30.9090909091), ('Q75611255', 30.4545454545)]}",,,,,,,,,,France,Italie,,,,peinture,,,,
13537,Charles Camille Gilbert,"{candidats : [('Q43482483', 54.3846153846)]}",1838,Paris,,,,,,,,France,,,,,peinture,,,,
13538,François Gilbert,"{candidats : [('Q3084723', 86.6666666667), ('Q3083393', 48.0), ('Q160433', 47.7333333333), ('Q87071546', 46.6666666667), ('Q98234571', 46.6666666667), ('Q3105722', 45.5333333333), ('Q27848462', 44.0), ('Q3084727', 43.8666666667), ('Q26715251', 42.6666666667), ('Q64787268', 41.3333333333), ('Q50822182', 40.7333333333), ('Q108680494', 40.0), ('Q3159352', 39.6666666667), ('Q19569690', 39.5333333333), ('Q15967734', 39.4), ('Q16945022', 38.2), ('Q1524023', 37.8666666667), ('Q124577729', 37.0666666667), ('Q106677044', 35.3333333333), ('Q5493095', 34.8666666667), ('Q95813276', 33.3333333333), ('Q5879566', 32.8), ('Q105948206', 32.8), ('Q15875685', 32.2666666667), ('Q102310259', 27.3333333333)]}",1816,Choisy-le-Roi,1891,,,,,,,France,,,,,sculpture,,,,
13572,S. Gimon,,,,,,,,,,,France,,,,,peinture,,,,
13632,Georges Giraud,"{candidats : [('Q130390588', 55.2941176471), ('Q5546811', 51.5294117647), ('Q102184453', 29.4117647059), ('Q94407538', 27.3529411765)]}",1783,Luc,1836,Paris,,,,,,France,,,,,sculpture,,,,
13633,Henri Giraud,"{candidats : [('Q318122', 72.1818181818), ('Q3131188', 63.6363636364), ('Q3131190', 63.6363636364), ('Q16025780', 63.6363636364), ('Q21427340', 63.6363636364), ('Q65583536', 63.6363636364), ('Q108758928', 63.6363636364), ('Q28955382', 54.5454545455), ('Q63464483', 54.5454545455), ('Q309240', 53.6363636364), ('Q3130356', 50.4545454545), ('Q55720688', 45.4545454545), ('Q124786763', 45.4545454545), ('Q3385239', 43.6363636364), ('Q18012422', 32.2727272727), ('Q132055274', 32.2727272727), ('Q100742629', 31.3636363636), ('Q112016670', 20.0)]}",,,1895,,,,,,,France,,,,,sculpture,,,,
13647,Amanda Girault de Saint-Fargeau,,1827,Troyes,,,,,,,,France,,,,,peinture,,,,
12804,Armand Fréret,"{candidats : [('Q105779358', 60.0), ('Q3083293', 54.6153846154)]}",1830,Cherbourg-Octeville,,,,,,,,France,,,,,peinture,,,,
12807,Mme Marie Fresney-Touvenaint,,1860,,1927,,,,,,,France,,,,,peinture,,,,
12812,Henriette Fretin,,1865,Saint-Germain-en-Laye,1940,,,,,,,France,,,,,sculpture,,,,
12815,Christian Georg Freund,"{candidats : [('Q1348005', 84.7058823529), ('Q23844470', 38.4117647059), ('Q65308843', 32.5882352941)]}",1821,Hambourg,1900,Copenhague,,,,,,Danemark,,,,,sculpture,,,,
12824,Valentine Frichat,,,,,,,,,,,France,,,,,peinture,,,,
12825,Henri Emile Frick,,,,,,,,,,,France,,,,,peinture,,,,
12850,Auguste Joseph Xavier Frizon,"{candidats : [('Q106858719', 84.6153846154)]}",1839,Crest,,,,,,,,France,,,,,sculpture,,,,
12865,Benoît Fromental,,1839,,,,,,,,,France,,,,,peinture,,,,
13652,David-Eugène Girin,"{candidats : [('Q23660837', 81.4117647059)]}",1848,Lyon,1917,Lyon,,,,,,France,,,,,peinture,,,,
13691,Faustin Glavany,,,,,,,,,,,France,,,,,sculpture,,,,
13733,L. Godefroy,"{candidats : [('Q3292318', 79.5555555556), ('Q18508597', 65.0), ('Q9047', 57.1111111111)]}",,,,,,,,,,France,,,,,photographie,,,,
12899,Ceccardo Fucigna,"{candidats : [('Q5055858', 62.3076923077)]}",1834,Carrare,,,,,,,,Italie,,,,,sculpture,,,,
12926,Philippe Fuvel,,,,,,,,,,,France,,,,,peinture,,,,
12966,Jeanne Gadou-Boyer,,1821,Bordeaux,1907,,,,,,,France,,,,,peinture,,,,
13808,Felipe González,"{candidats : [('Q156799', 88.2222222222), ('Q124714518', 77.7777777778), ('Q131302813', 71.1111111111), ('Q5858205', 70.0), ('Q2117493', 68.3333333333), ('Q5858211', 68.3333333333), ('Q14120827', 68.3333333333), ('Q91892827', 68.3333333333), ('Q123239276', 68.3333333333), ('Q18206184', 67.3333333333), ('Q64788515', 67.2222222222), ('Q5858207', 66.1111111111), ('Q1403194', 65.0), ('Q20492544', 63.8888888889), ('Q59186618', 63.8888888889), ('Q42399817', 63.3333333333), ('Q5441984', 62.7777777778), ('Q108167897', 62.7777777778), ('Q42574398', 55.5555555556), ('Q85412278', 55.5555555556), ('Q105061363', 55.5555555556), ('Q4351902', 54.5555555556), ('Q562568', 53.8888888889), ('Q773975', 52.3333333333), ('Q38429927', 52.3333333333)]}",,,,,,,,,,Espagne,,,,,sculpture,,,,
12973,Luigi Gagliardi,"{candidats : [('Q40879077', 38.4615384615), ('Q64708169', 38.4615384615), ('Q107557043', 38.4615384615), ('Q39', 21.5384615385)]}",1843,Milan,,,,,,,,Italie,,,,,sculpture,,,,
12984,Charles Valentin Gaildrau,"{candidats : [('Q124364505', 77.7777777778)]}",,,,,,,,,,France,,,,,peinture,,,,
12995,Gaillardot,"{candidats : [('Q18783417', 79.2222222222), ('Q66476775', 66.6666666667), ('Q24050395', 63.3333333333), ('Q125305121', 61.6666666667), ('Q52889215', 50.2222222222), ('Q122370028', 41.1111111111), ('Q133387439', 37.2222222222), ('Q55875841', 31.6666666667), ('Q125158223', 31.1111111111), ('Q131629857', 31.1111111111), ('Q124974666', 23.8888888889)]}",,,,,,,,,,France,,,,,photographie,,,,
13021,Adolfo Galducci,"{candidats : [('Q108866008', 74.4705882353)]}",1854,Florence,1929,Florence,,,,,,Italie,,,,,sculpture,,,,
13025,Mehemed Galib,,1860,Istanbul,1938,,,,,,,France,Turquie,,,,peinture,,,,
13867,Jules Gouillet,"{candidats : [('Q131381201', 73.3333333333)]}",1826,Versailles,,,,,,,,France,,,,,peinture,arts décoratifs,,,
13868,Alexis Louis Charles Gouin,"{candidats : [('Q22137094', 50.5333333333)]}",,,1855,Paris,Artiste,,,,,France,,,,,photographie,,,,
13086,John M. Gamble,"{candidats : [('Q18591824', 68.0), ('Q6245814', 47.3684210526)]}",1863,Morristown,1957,Santa Barbara,,,,,,Etats-Unis,,,,,peinture,sculpture,,,
13105,Gannery,,,,,,,,,,,France,,,,,sculpture,,,,
13136,Petronila Garcia y Torrebesano,,,,,,,,,,,Espagne,,,,,sculpture,,,,
13926,Graefner,"{candidats : [('Q78819632', 38.8888888889), ('Q104673726', 37.2222222222), ('Q104673725', 34.4444444444)]}",,,,,,,,,,Allemagne,,,,,sculpture,,,,
13950,Nicolas Grandmaison,"{candidats : [('Q61989922', 69.2307692308)]}",,,1931,,,,,,,France,,,,,sculpture,arts décoratifs,,,
13172,Benoît Joseph Gustave Garnier,,1865,Lyon,,,,,,,,France,,,,,peinture,,,,
13181,Jean Garnier,"{candidats : [('Q52442373', 77.3333333333), ('Q52442365', 52.9523809524), ('Q14941888', 49.2380952381), ('Q25301444', 49.0476190476), ('Q20056639', 47.0), ('Q313556', 46.5714285714), ('Q52003985', 46.1904761905), ('Q119415250', 45.8095238095), ('Q28974039', 45.2857142857), ('Q742439', 45.2380952381), ('Q21427334', 44.4285714286), ('Q19630242', 43.9047619048), ('Q41569700', 43.7142857143), ('Q26733814', 42.6666666667), ('Q21932347', 40.7619047619), ('Q15967996', 40.4285714286), ('Q1451902', 40.0952380952), ('Q3169317', 39.9523809524), ('Q68562967', 39.5714285714), ('Q3169321', 39.4761904762), ('Q1684911', 39.2857142857), ('Q110215276', 38.7619047619), ('Q33101886', 38.4285714286), ('Q3164991', 38.2380952381), ('Q106987151', 38.1428571429)]}",1820,Lyon,1895,Paris,Artiste,,,,,France,,,,,sculpture,arts décoratifs,,,
13209,Alfred Raymond Gascon,,1878,Saint-Maur-des-Fossés,1931,,,,,,,France,,,,,sculpture,,,,
13229,Paul Gaston,"{candidats : [('Q1824249', 84.4444444444), ('Q3099125', 72.7777777778), ('Q3098887', 67.2222222222), ('Q608815', 66.8888888889), ('Q345265', 66.7777777778), ('Q26250568', 66.1111111111), ('Q60332415', 66.1111111111), ('Q123779721', 66.1111111111), ('Q589361', 64.4444444444), ('Q3371289', 64.4444444444), ('Q12789614', 64.4444444444), ('Q3370465', 62.7777777778), ('Q100376115', 62.7777777778), ('Q115707931', 62.7777777778), ('Q123779171', 62.7777777778), ('Q106644903', 61.6666666667), ('Q113514622', 61.6666666667), ('Q19370800', 60.8888888889), ('Q79336339', 59.4444444444), ('Q16855793', 57.2222222222), ('Q50676449', 56.1111111111), ('Q64918128', 56.1111111111), ('Q50670434', 55.5555555556), ('Q296064', 55.0), ('Q3098142', 55.0)]}",,,,,,,,,,France,,,,,photographie,,,,
13990,Jules Léopold Gravereaux,,1844,,,,,,,,,France,,,,,peinture,,,,
13992,A. Graves,"{candidats : [('Q201732', 70.8888888889), ('Q314636', 69.5555555556), ('Q156532', 69.3333333333), ('Q541831', 68.2222222222), ('Q472216', 60.4444444444), ('Q1693440', 57.6666666667), ('Q465638', 57.5555555556), ('Q4717090', 56.4444444444), ('Q3445805', 55.3333333333), ('Q3428123', 54.2222222222), ('Q18686454', 52.0), ('Q90454210', 50.8888888889), ('Q1624834', 47.7777777778), ('Q47424950', 46.1111111111), ('Q7174341', 46.0), ('Q171413', 44.2222222222), ('Q2245098', 43.1111111111), ('Q3418255', 43.1111111111), ('Q16105632', 42.8888888889), ('Q9839', 42.7777777778), ('Q500698', 42.2222222222), ('Q30508767', 41.6666666667), ('Q2598159', 41.4444444444), ('Q111698413', 40.3333333333), ('Q63056', 38.8888888889)]}",,,,,,,,,,France,,,,,photographie,,,,
13993,Georges Louis Gravet,,,,,,,,,,,France,,,,,photographie,,,,
13994,Charles Gravier,"{candidats : [('Q726681', 77.7777777778), ('Q2959490', 77.7777777778), ('Q8308305', 56.6666666667), ('Q125056613', 38.8888888889)]}",,,,,,,,,,France,,,,,photographie,,,,
14072,Émile Grittel,"{candidats : [('Q21029077', 68.2857142857)]}",1870,Strasbourg,1953,Clichy,Artiste,,,,,France,,,,,sculpture,arts décoratifs,,,
13286,Adolphe Gaussen,"{candidats : [('Q2824823', 86.3157894737)]}",1871,Marseille,1957,Marseille,Artiste,,,,,France,,,,,peinture,,,,
13327,Gavard,"{candidats : [('Q23060765', 80.6666666667), ('Q110434546', 63.8888888889), ('Q78126774', 61.6666666667), ('Q127332954', 59.4444444444), ('Q18241872', 57.2222222222), ('Q124786712', 55.5555555556), ('Q104631', 51.1111111111), ('Q957982', 51.1111111111), ('Q23985992', 51.1111111111), ('Q124409210', 51.1111111111), ('Q3093490', 47.7777777778), ('Q3168502', 45.0), ('Q64857902', 44.4444444444), ('Q83550805', 44.4444444444), ('Q28222999', 43.5555555556), ('Q124461357', 42.7777777778), ('Q16146170', 40.7777777778), ('Q65582989', 40.5555555556), ('Q57067464', 39.4444444444), ('Q66154779', 39.4444444444), ('Q60299826', 37.2222222222), ('Q131256840', 35.0), ('Q47150822', 33.3333333333), ('Q91151062', 33.3333333333), ('Q126047162', 33.3333333333)]}",,,,,,,,,,France,,,,,photographie,,,,
13337,Eugène de Gayffier,"{candidats : [('Q118266364', 77.7777777778), ('Q93427840', 68.8888888889)]}",,,,,,,,,,France,,,,,photographie,,,,
13346,Charles Geefs,"{candidats : [('Q52155068', 88.2352941176), ('Q110017384', 39.9411764706)]}",1829,Anvers,1911,Schaerbeek,,,,,,Belgique,,,,,sculpture,,,,
13361,Arnold Geissbuhler,"{candidats : [('Q27748835', 78.9473684211)]}",1897,Delémont,1993,Dennis,,,,,,Etats-Unis,Suisse,,,,sculpture,,,,
14077,Pierre Grivolas,"{candidats : [('Q3385333', 77.7777777778), ('Q3345238', 17.2222222222)]}",,,,,,,,,,France,,,,,peinture,,,,
14127,Samuel Grün,"{candidats : [('Q3471140', 42.7407407407), ('Q111073662', 23.7777777778), ('Q7407553', 23.1481481481), ('Q111681040', 22.9259259259), ('Q104689994', 21.1851851852), ('Q82253631', 20.9259259259), ('Q59667194', 19.2222222222), ('Q104683602', 15.7407407407), ('Q104683604', 15.7407407407), ('Q104692119', 15.7407407407), ('Q104689996', 13.1481481481)]}",1869,Tallinn,,,Artiste,Artiste,Artiste,,,Estonie,France,Russie,,,sculpture,peinture,arts décoratifs,,
14149,Gabriel Guchens,,,,,,,,,,,France,,,,,peinture,photographie,,,
14162,Guerické,"{candidats : [('Q60095', 73.7777777778), ('Q111323189', 55.5555555556), ('Q76157', 44.2222222222), ('Q109910906', 42.5555555556), ('Q95635019', 38.8888888889), ('Q112439646', 38.8888888889), ('Q127328048', 38.8888888889), ('Q55850985', 37.2222222222), ('Q60874337', 37.2222222222), ('Q94792419', 35.5555555556), ('Q28805447', 29.4444444444), ('Q55850986', 29.4444444444), ('Q55844032', 28.8888888889), ('Q55844031', 27.7777777778), ('Q109244062', 25.5555555556), ('Q95007100', 24.4444444444), ('Q655866', 23.8888888889), ('Q55850984', 23.3333333333), ('Q76638458', 20.0), ('Q112692386', 17.2222222222), ('Q101380713', 12.7777777778), ('Q101380903', 12.7777777778), ('Q101380737', 11.1111111111)]}",,,,,,,,,,Autriche,,,,,sculpture,,,,
14168,Eugène Guerlain,,,,,,,,,,,France,,,,,sculpture,,,,
14220,Paul Guigou,"{candidats : [('Q2348377', 83.8947368421), ('Q113806716', 26.3157894737)]}",1834,Villars,1871,Paris,Artiste,,,,,France,,,,,peinture,,,,
13397,Gentil & Speisser,,,,,,,,,,,France,,,,,photographie,,,,
13413,O. Geoffroy,"{candidats : [('Q111490', 72.2222222222), ('Q2457064', 71.6666666667), ('Q1375838', 65.6666666667), ('Q1539547', 52.8888888889), ('Q188344', 48.5555555556), ('Q3109720', 47.2222222222), ('Q964335', 37.2222222222), ('Q112460496', 37.2222222222), ('Q80356240', 35.5555555556)]}",,,,,,,,,,France,,,,,photographie,,,,
13467,Eugène Gervais,"{candidats : [('Q648584', 40.2941176471), ('Q3292513', 32.6470588235), ('Q64778149', 29.4117647059), ('Q131619129', 29.4117647059)]}",1825,Blois,1909,,,,,,,France,,,,,peinture,photographie,,,
13469,Jules Gervais-Courtellemont,"{candidats : [('Q1711704', 88.2352941176)]}",1863-07-01,Avon,1931-10-31,Coutevroult,,,,,,France,,,,,photographie,,,,
13475,Mathieu Geslin,"{candidats : [('Q32904808', 84.6153846154)]}",1829,Saulieu,,,,,,,,France,,,,,peinture,,,,
14314,Nicolas Gulli,,1866,Monteleone,1954,Buenos Aires,,,,,,Argentine,Italie,,,,sculpture,,,,
13535,Achille Isidore Gilbert,"{candidats : [('Q38121804', 82.0588235294)]}",1828,Paris,1899,Paris,,,,,,France,,,,,peinture,,,,
13548,Baldomer Gili i Roig,"{candidats : [('Q11907672', 88.2352941176)]}",1873,Lérida,1926,Barcelone,,,,,,Espagne,,,,,peinture,,,,
13552,Sue May Westcott Gill,,1887,Sabinal,1989,Topton,,,,,,Etats-Unis,,,,,sculpture,,,,
13553,Aline Gillard,,,,,,,,,,,France,,,,,peinture,,,,
13601,François-Marie Firmin-Girard,"{candidats : [('Q3083556', 86.3157894737)]}",1838,Poncin,1921,Montluçon,Artiste,,,,,France,,,,,peinture,,,,
13622,Emile Girardin,"{candidats : [('Q437094', 78.4444444444), ('Q286644', 72.2222222222), ('Q8078282', 55.5555555556)]}",,,,,,,,,,France,,,,,sculpture,,,,
14383,Armand Constant Guéritte,"{candidats : [('Q32923805', 64.7058823529)]}",1879,Mosnes,1949,,,,,,,France,,,,,peinture,architecture,,,
14398,Jules-Bertrand Gélibert,"{candidats : [('Q18511891', 78.9473684211)]}",1834,Bagnères-de-Bigorre,1916,Capbreton,,,,,,France,,,,,sculpture,peinture,,,
14410,Léon François Gérard,"{candidats : [('Q21606703', 46.3076923077)]}",1833,Paris,,,,,,,,France,,,,,peinture,,,,
14430,Elisabeth Götz-Gleistein,,1881,Hambourg,,,,,,,,Allemagne,,,,,sculpture,,,,
14445,Hanno Habadji,,,,,,,,,,,Iraq,Turquie,,,,sculpture,,,,
14454,Hachect,,,,,,,,,,,France,,,,,photographie,,,,
13665,Achille Giroux,"{candidats : [('Q17620923', 69.4117647059)]}",1820,Mortagne,1854,Overton,,,,,,France,,,,,peinture,,,,
13693,Joseph Michaël Gleeson,"{candidats : [('Q16066599', 60.0)]}",1861,Dracut,,,,,,,,Etats-Unis,,,,,peinture,sculpture,,,
13696,Gleisse,"{candidats : [('Q526121', 41.1111111111), ('Q17321978', 41.1111111111), ('Q49283362', 41.1111111111), ('Q78942553', 41.1111111111), ('Q113470718', 41.1111111111), ('Q123170409', 41.1111111111), ('Q123243181', 41.1111111111), ('Q33093349', 32.2222222222)]}",,,,,,,,,,France,,,,,sculpture,,,,
13709,Léon Gobert,"{candidats : [('Q87575271', 88.2352941176)]}",1869,Wasmes,1935,Mons,,,,,,Belgique,,,,,sculpture,,,,
14534,Edouard Michel Ferdinand Hamman,"{candidats : [('Q106470157', 64.7058823529)]}",1854,Paris,1931,Paris,,,,,,France,,,,,peinture,,,,
13745,Émile Jean Baptiste Godmer,"{candidats : [('Q110017535', 73.3333333333)]}",1839,Mayenne,1892,,,,,,,France,,,,,sculpture,,,,
13747,J. H. Goeffin,,,,,,,,,,,,,,,,sculpture,,,,
13781,Claude Gondard,"{candidats : [('Q2977484', 77.7777777778), ('Q33203891', 69.4444444444)]}",,,,,,,,,,France,,,,,sculpture,,,,
14600,Emily Hart,"{candidats : [('Q23061161', 77.7777777778), ('Q446008', 65.3333333333), ('Q116509526', 65.3333333333), ('Q18397632', 58.1111111111), ('Q65556403', 55.5555555556), ('Q76235919', 55.5555555556), ('Q89890179', 55.5555555556), ('Q132580270', 55.5555555556), ('Q130831733', 52.7777777778), ('Q234811', 51.3333333333), ('Q21392950', 50.5555555556), ('Q75402612', 48.3333333333), ('Q76163049', 48.3333333333), ('Q76180919', 48.3333333333), ('Q104607817', 48.3333333333), ('Q114532053', 48.3333333333), ('Q119546630', 48.3333333333), ('Q75332268', 46.5555555556), ('Q75961833', 46.1111111111), ('Q92803022', 46.1111111111), ('Q96956256', 46.1111111111), ('Q20707427', 45.8888888889), ('Q58454042', 42.7777777778), ('Q107026752', 41.2222222222), ('Q75575177', 41.1111111111)]}",,,,,,,,,,France,,,,,peinture,,,,
14622,J. H. Hatfiel,,,,,,,,,,,Royaume-Uni,,,,,sculpture,,,,
14628,Walter Hauschild,"{candidats : [('Q1561112', 88.2352941176), ('Q110061780', 49.0588235294)]}",1876,Leipzig,1969,Berlin,,,,,,Allemagne,,,,,sculpture,,,,
14643,Louis Hayet,"{candidats : [('Q595099', 86.3157894737)]}",1864,Pontoise,1940,Cormeilles-en-Parisis,Artiste,,,,,France,,,,,peinture,,,,
14647,Ernest von Hayn (baron),,1822,Stuttgart,1896,Stuttgart,,,,,,Allemagne,,,,,sculpture,peinture,,,
14660,Pierre Hébert,"{candidats : [('Q3385488', 88.2352941176), ('Q15968081', 60.2352941176), ('Q6169904', 50.2352941176), ('Q3573564', 47.6470588235), ('Q20656618', 47.5294117647), ('Q3385480', 41.1764705882), ('Q3385477', 40.2352941176), ('Q3385479', 35.2941176471), ('Q98804092', 34.8235294118), ('Q65115404', 29.4117647059), ('Q117792330', 29.4117647059), ('Q131737216', 29.4117647059)]}",1804,Villabé,1869,Paris,,,,,,France,,,,,sculpture,,,,
14730,Gerhard Adolf Henrich,"{candidats : [('Q110017639', 64.7058823529)]}",1824,Sachsenhausen,1879,Francfort-sur-le-Main,,,,,,Allemagne,,,,,sculpture,,,,
13830,Georges Gori,"{candidats : [('Q29982444', 81.2857142857), ('Q28329615', 71.4285714286), ('Q56165896', 37.8571428571)]}",,,,,,,,,,,,,,,sculpture,,,,
13831,Lorenzo Gori,"{candidats : [('Q16882829', 86.2352941176), ('Q711326', 41.7647058824)]}",1842,Livourne,1923,Livourne,,,,,,Italie,,,,,sculpture,,,,
13846,Lucien-Hyppolyte Gosselin,,1883,Whitefield,1940,Manchester,,,,,,Etats-Unis,,,,,sculpture,,,,
13847,Gosseu,"{candidats : [('Q16944743', 77.7777777778)]}",,,,,,,,,,France,,,,,sculpture,,,,
13871,Thomas Ridgeway Gould,"{candidats : [('Q7793548', 82.3529411765), ('Q3453274', 47.8235294118), ('Q110123532', 24.4117647059)]}",1818,Boston,1881,Florence,,,,,,Etats-Unis,,,,,sculpture,,,,
13888,Gouradi,,,,,,,,,,,Russie,,,,,sculpture,,,,
13890,A. Gourbert,,,,,,,,,,,France,,,,,sculpture,,,,
13908,Gouveia & Costa,"{candidats : [('Q59573109', 45.4444444444), ('Q62827392', 45.0), ('Q6061617', 44.8888888889), ('Q64752107', 36.1111111111)]}",,,,,,,,,,Portugal,,,,,sculpture,,,,
